"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2016",1150.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",460.736,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",690.217,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",1081.962,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",445.532,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",636.43,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",1024.134,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",430.806,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",593.328,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",1024.141,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",450.893,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",573.248,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",1133.846,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",521.184,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",612.662,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",1159.471,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",526.261,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",633.21,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",1167.241,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",491.227,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",676.014,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",1160.508,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",511.223,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",649.285,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",1123.156,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2008",501.433,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2008",621.723,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2007",977.972,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2007",358.402,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Albania","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2007",619.57,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2006",935,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2006",542,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2006",393,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2005",932.1,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2005",545,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2005",387.1,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2004",931,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2004",545,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2004",386,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2003",926,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2003",538,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2003",388,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2002",920,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2002",531,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2002",389,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2001",1063,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2001",767,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2001",296,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2000",1068,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2000",767,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2000",301,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1999",1065,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1999",768,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1999",297,,,,
"Albania","OE - Official Estimates","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1998",1085,,,,
